Role,Name,Parameters,OrgM,Priority
Recipient Policies,Set-OwaMailboxPolicy,ActionForUnknownFileAndMIMETypes;ActiveSyncIntegrationEnabled;AllAddressListsEnabled;AllowCopyContactsToDeviceAddressBook;AllowedFileTypes;AllowedMimeTypes;AllowOfflineOn;BlockedFileTypes;BlockedMimeTypes;BoxAttachmentsEnabled;CalendarEnabled;ChangePasswordEnabled;ClassicAttachmentsEnabled;Confirm;ContactsEnabled;Debug;DefaultClientLanguage;DefaultTheme;DelegateAccessEnabled;DirectFileAccessOnPrivateComputersEnabled;DirectFileAccessOnPublicComputersEnabled;DisplayPhotosEnabled;DomainController;DropboxAttachmentsEnabled;ErrorAction;ErrorVariable;ExplicitLogonEnabled;ExternalSPMySiteHostURL;ForceSaveAttachmentFilteringEnabled;ForceSaveFileTypes;ForceSaveMimeTypes;ForceWacViewingFirstOnPrivateComputers;ForceWacViewingFirstOnPublicComputers;FreCardsEnabled;GlobalAddressListEnabled;GoogleDriveAttachmentsEnabled;GroupCreationEnabled;Identity;InstantMessagingEnabled;InstantMessagingType;InternalSPMySiteHostURL;IRMEnabled;JournalEnabled;JunkEmailEnabled;LogonAndErrorLanguage;Name;NotesEnabled;OneDriveAttachmentsEnabled;OnSendAddinsEnabled;OrganizationEnabled;OutboundCharset;OutBuffer;OutVariable;OWALightEnabled;PhoneticSupportEnabled;PremiumClientEnabled;PublicFoldersEnabled;RecoverDeletedItemsEnabled;ReferenceAttachmentsEnabled;RemindersAndNotificationsEnabled;ReportJunkEmailEnabled;RulesEnabled;SatisfactionEnabled;SaveAttachmentsToCloudEnabled;SearchFoldersEnabled;SetPhotoEnabled;SetPhotoURL;SignaturesEnabled;SilverlightEnabled;SkipCreateUnifiedGroupCustomSharepointClassification;SMimeEnabled;SpellCheckerEnabled;TasksEnabled;TextMessagingEnabled;ThemeSelectionEnabled;ThirdPartyAttachmentsEnabled;UMIntegrationEnabled;UNCAccessOnPrivateComputersEnabled;UNCAccessOnPublicComputersEnabled;UseGB18030;UseISO885915;UserVoiceEnabled;Verbose;WacEditingEnabled;WacExternalServicesEnabled;WacOMEXEnabled;WacViewingOnPrivateComputersEnabled;WacViewingOnPublicComputersEnabled;WarningAction;WarningVariable;WebPartsFrameOptionsType;WhatIf;WSSAccessOnPrivateComputersEnabled;WSSAccessOnPublicComputersEnabled,1,40
Recipient Policies,Set-MobileDeviceMailboxPolicy,AllowBluetooth;AllowBrowser;AllowCamera;AllowConsumerEmail;AllowDesktopSync;AllowExternalDeviceManagement;AllowHTMLEmail;AllowInternetSharing;AllowIrDA;AllowMobileOTAUpdate;AllowNonProvisionableDevices;AllowPOPIMAPEmail;AllowRemoteDesktop;AllowSimplePassword;AllowSMIMEEncryptionAlgorithmNegotiation;AllowSMIMESoftCerts;AllowStorageCard;AllowTextMessaging;AllowUnsignedApplications;AllowUnsignedInstallationPackages;AllowWiFi;AlphanumericPasswordRequired;ApprovedApplicationList;AttachmentsEnabled;Confirm;Debug;DeviceEncryptionEnabled;DevicePolicyRefreshInterval;DomainController;ErrorAction;ErrorVariable;Identity;IrmEnabled;IsDefault;MaxAttachmentSize;MaxCalendarAgeFilter;MaxEmailAgeFilter;MaxEmailBodyTruncationSize;MaxEmailHTMLBodyTruncationSize;MaxInactivityTimeLock;MaxPasswordFailedAttempts;MinPasswordComplexCharacters;MinPasswordLength;Name;OutBuffer;OutVariable;PasswordEnabled;PasswordExpiration;PasswordHistory;PasswordRecoveryEnabled;RequireDeviceEncryption;RequireEncryptedSMIMEMessages;RequireEncryptionSMIMEAlgorithm;RequireManualSyncWhenRoaming;RequireSignedSMIMEAlgorithm;RequireSignedSMIMEMessages;RequireStorageCardEncryption;UnapprovedInROMApplicationList;UNCAccessEnabled;Verbose;WarningAction;WarningVariable;WhatIf;WSSAccessEnabled,1,40
Recipient Policies,Set-HybridConfiguration,ClientAccessServers;Confirm;Debug;DomainController;Domains;EdgeTransportServers;ErrorAction;ErrorVariable;Name;OnPremisesSmartHost;OutBuffer;OutVariable;ReceivingTransportServers;SendingTransportServers;ServiceInstance;TlsCertificateName;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Recipient Policies,Set-ActiveSyncMailboxPolicy,AllowBluetooth;AllowBrowser;AllowCamera;AllowConsumerEmail;AllowDesktopSync;AllowExternalDeviceManagement;AllowHTMLEmail;AllowInternetSharing;AllowIrDA;AllowMobileOTAUpdate;AllowNonProvisionableDevices;AllowPOPIMAPEmail;AllowRemoteDesktop;AllowSimpleDevicePassword;AllowSMIMEEncryptionAlgorithmNegotiation;AllowSMIMESoftCerts;AllowStorageCard;AllowTextMessaging;AllowUnsignedApplications;AllowUnsignedInstallationPackages;AllowWiFi;AlphanumericDevicePasswordRequired;ApprovedApplicationList;AttachmentsEnabled;Confirm;Debug;DeviceEncryptionEnabled;DevicePasswordEnabled;DevicePasswordExpiration;DevicePasswordHistory;DevicePolicyRefreshInterval;DomainController;ErrorAction;ErrorVariable;Identity;IrmEnabled;IsDefault;IsDefaultPolicy;MaxAttachmentSize;MaxCalendarAgeFilter;MaxDevicePasswordFailedAttempts;MaxEmailAgeFilter;MaxEmailBodyTruncationSize;MaxEmailHTMLBodyTruncationSize;MaxInactivityTimeDeviceLock;MinDevicePasswordComplexCharacters;MinDevicePasswordLength;Name;OutBuffer;OutVariable;PasswordRecoveryEnabled;RequireDeviceEncryption;RequireEncryptedSMIMEMessages;RequireEncryptionSMIMEAlgorithm;RequireManualSyncWhenRoaming;RequireSignedSMIMEAlgorithm;RequireSignedSMIMEMessages;RequireStorageCardEncryption;UnapprovedInROMApplicationList;UNCAccessEnabled;Verbose;WarningAction;WarningVariable;WhatIf;WSSAccessEnabled,1,40
Recipient Policies,Remove-ThrottlingPolicy,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Force;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Recipient Policies,Remove-OwaMailboxPolicy,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Force;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Recipient Policies,Remove-MobileDeviceMailboxPolicy,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Force;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Recipient Policies,Remove-ActiveSyncMailboxPolicy,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Force;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Recipient Policies,New-ThrottlingPolicy,AnonymousCostThreshold;AnonymousCutoffBalance;AnonymousMaxBurst;AnonymousMaxConcurrency;AnonymousRechargeRate;BookingSelfServiceCutoffBalance;BookingSelfServiceMaxBurst;BookingSelfServiceMaxConcurrency;BookingSelfServiceRechargeRate;ComplianceMaxExpansionDGRecipients;ComplianceMaxExpansionNestedDGs;Confirm;ConsensusCutoffBalance;ConsensusMaxBurst;ConsensusMaxConcurrency;ConsensusRechargeRate;CpaCutoffBalance;CpaMaxBurst;CpaMaxConcurrency;CpaRechargeRate;Debug;DiscoveryMaxConcurrency;DiscoveryMaxKeywords;DiscoveryMaxKeywordsPerPage;DiscoveryMaxMailboxes;DiscoveryMaxMailboxesResultsOnly;DiscoveryMaxPreviewSearchMailboxes;DiscoveryMaxRefinerResults;DiscoveryMaxSearchQueueDepth;DiscoveryMaxStatsSearchMailboxes;DiscoveryPreviewSearchResultsPageSize;DiscoverySearchTimeoutPeriod;DomainController;EasCutoffBalance;EasMaxBurst;EasMaxConcurrency;EasMaxDeviceDeletesPerMonth;EasMaxDevices;EasMaxInactivityForDeviceCleanup;EasRechargeRate;EncryptionRecipientCutoffBalance;EncryptionRecipientMaxBurst;EncryptionRecipientMaxConcurrency;EncryptionRecipientRechargeRate;EncryptionSenderCutoffBalance;EncryptionSenderMaxBurst;EncryptionSenderMaxConcurrency;EncryptionSenderRechargeRate;ErrorAction;ErrorVariable;EwsCostThreshold;EwsCutoffBalance;EwsMaxBurst;EwsMaxConcurrency;EwsMaxSubscriptions;EwsRechargeRate;ExchangeMaxCmdlets;ForwardeeLimit;ImapCutoffBalance;ImapMaxBurst;ImapMaxConcurrency;ImapRechargeRate;IsServiceAccount;MessageRateLimit;Name;OutBuffer;OutlookServiceCutoffBalance;OutlookServiceMaxBurst;OutlookServiceMaxConcurrency;OutlookServiceMaxSocketConnectionsPerDevice;OutlookServiceMaxSocketConnectionsPerUser;OutlookServiceMaxSubscriptions;OutlookServiceRechargeRate;OutVariable;OwaCutoffBalance;OwaMaxBurst;OwaMaxConcurrency;OwaRechargeRate;OwaVoiceCutoffBalance;OwaVoiceMaxBurst;OwaVoiceMaxConcurrency;OwaVoiceRechargeRate;PopCutoffBalance;PopMaxBurst;PopMaxConcurrency;PopRechargeRate;PowerShellCutoffBalance;PowerShellMaxBurst;PowerShellMaxCmdletQueueDepth;PowerShellMaxCmdlets;PowerShellMaxCmdletsTimePeriod;PowerShellMaxConcurrency;PowerShellMaxDestructiveCmdlets;PowerShellMaxDestructiveCmdletsTimePeriod;PowerShellMaxOperations;PowerShellMaxRunspaces;PowerShellMaxRunspacesTimePeriod;PowerShellMaxTenantConcurrency;PowerShellMaxTenantRunspaces;PowerShellRechargeRate;PswsMaxConcurrency;PswsMaxRequest;PswsMaxRequestTimePeriod;PushNotificationCutoffBalance;PushNotificationMaxBurst;PushNotificationMaxBurstPerDevice;PushNotificationMaxConcurrency;PushNotificationRechargeRate;PushNotificationRechargeRatePerDevice;PushNotificationSamplingPeriodPerDevice;RcaCutoffBalance;RcaMaxBurst;RcaMaxConcurrency;RcaRechargeRate;RcaSharedCutoffBalance;RcaSharedMaxBurst;RcaSharedMaxConcurrency;RcaSharedRechargeRate;RecipientRateLimit;SchedulesCutoffBalance;SchedulesMaxBurst;SchedulesMaxConcurrency;SchedulesRechargeRate;SuiteCutoffBalance;SuiteMaxBurst;SuiteMaxConcurrency;SuiteRechargeRate;ThrottlingPolicyScope;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Recipient Policies,New-OwaMailboxPolicy,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Recipient Policies,New-MobileDeviceMailboxPolicy,AllowBluetooth;AllowBrowser;AllowCamera;AllowConsumerEmail;AllowDesktopSync;AllowExternalDeviceManagement;AllowHTMLEmail;AllowInternetSharing;AllowIrDA;AllowMobileOTAUpdate;AllowNonProvisionableDevices;AllowPOPIMAPEmail;AllowRemoteDesktop;AllowSimplePassword;AllowSMIMEEncryptionAlgorithmNegotiation;AllowSMIMESoftCerts;AllowStorageCard;AllowTextMessaging;AllowUnsignedApplications;AllowUnsignedInstallationPackages;AllowWiFi;AlphanumericPasswordRequired;ApprovedApplicationList;AttachmentsEnabled;Confirm;Debug;DeviceEncryptionEnabled;DevicePolicyRefreshInterval;DomainController;ErrorAction;ErrorVariable;IrmEnabled;IsDefault;MaxAttachmentSize;MaxCalendarAgeFilter;MaxEmailAgeFilter;MaxEmailBodyTruncationSize;MaxEmailHTMLBodyTruncationSize;MaxInactivityTimeLock;MaxPasswordFailedAttempts;MinPasswordComplexCharacters;MinPasswordLength;Name;OutBuffer;OutVariable;PasswordEnabled;PasswordExpiration;PasswordHistory;PasswordRecoveryEnabled;RequireDeviceEncryption;RequireEncryptedSMIMEMessages;RequireEncryptionSMIMEAlgorithm;RequireManualSyncWhenRoaming;RequireSignedSMIMEAlgorithm;RequireSignedSMIMEMessages;RequireStorageCardEncryption;UnapprovedInROMApplicationList;UNCAccessEnabled;Verbose;WarningAction;WarningVariable;WhatIf;WSSAccessEnabled,1,40
Recipient Policies,New-HybridConfiguration,Confirm;Debug;DomainController;Domains;EdgeTransportServers;ErrorAction;ErrorVariable;ExternalIPAddresses;Features;OnPremisesSmartHost;OutBuffer;OutVariable;ReceivingTransportServers;SendingTransportServers;ServiceInstance;TlsCertificateName;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Recipient Policies,New-ActiveSyncMailboxPolicy,AllowBluetooth;AllowBrowser;AllowCamera;AllowConsumerEmail;AllowDesktopSync;AllowExternalDeviceManagement;AllowHTMLEmail;AllowInternetSharing;AllowIrDA;AllowMobileOTAUpdate;AllowNonProvisionableDevices;AllowPOPIMAPEmail;AllowRemoteDesktop;AllowSimpleDevicePassword;AllowSMIMEEncryptionAlgorithmNegotiation;AllowSMIMESoftCerts;AllowStorageCard;AllowTextMessaging;AllowUnsignedApplications;AllowUnsignedInstallationPackages;AllowWiFi;AlphanumericDevicePasswordRequired;ApprovedApplicationList;AttachmentsEnabled;Confirm;Debug;DeviceEncryptionEnabled;DevicePasswordEnabled;DevicePasswordExpiration;DevicePasswordHistory;DevicePolicyRefreshInterval;DomainController;ErrorAction;ErrorVariable;IrmEnabled;IsDefault;IsDefaultPolicy;MaxAttachmentSize;MaxCalendarAgeFilter;MaxDevicePasswordFailedAttempts;MaxEmailAgeFilter;MaxEmailBodyTruncationSize;MaxEmailHTMLBodyTruncationSize;MaxInactivityTimeDeviceLock;MinDevicePasswordComplexCharacters;MinDevicePasswordLength;Name;OutBuffer;OutVariable;PasswordRecoveryEnabled;RequireDeviceEncryption;RequireEncryptedSMIMEMessages;RequireEncryptionSMIMEAlgorithm;RequireManualSyncWhenRoaming;RequireSignedSMIMEAlgorithm;RequireSignedSMIMEMessages;RequireStorageCardEncryption;UnapprovedInROMApplicationList;UNCAccessEnabled;Verbose;WarningAction;WarningVariable;WhatIf;WSSAccessEnabled,1,40
Recipient Policies,Get-ThrottlingPolicyAssociation,Anr;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ResultSize;SortBy;ThrottlingPolicy;Verbose;WarningAction;WarningVariable,1,40
Recipient Policies,Get-ThrottlingPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Explicit;Identity;OutBuffer;OutVariable;ThrottlingPolicyScope;Verbose;WarningAction;WarningVariable,1,40
Recipient Policies,Get-OwaMailboxPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,40
Recipient Policies,Get-MobileDeviceMailboxPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,40
Recipient Policies,Get-MobileDevice,Monitoring,1,40
Recipient Policies,Get-HybridConfiguration,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,40
Recipient Policies,Get-DomainController,Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,40
Recipient Policies,Get-DetailsTemplate,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Recipient Policies,Get-CASMailbox,Anr;Credential;Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;IgnoreDefaultScope;Monitoring;OrganizationalUnit;OutBuffer;OutVariable;ProtocolSettings;ReadFromDomainController;ResultSize;SortBy;Verbose;WarningAction;WarningVariable,1,40
Recipient Policies,Get-ActiveSyncMailboxPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,40
Recipient Policies,Get-ActiveSyncDevice,Monitoring,1,40
Remote and Accepted Domains,Write-AdminAuditLog,Comment;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Remote and Accepted Domains,Set-X400AuthoritativeDomain,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf;X400DomainName;X400ExternalRelay,1,40
Remote and Accepted Domains,Set-RemoteDomain,AllowedOOFType;AutoForwardEnabled;AutoReplyEnabled;ByteEncoderTypeFor7BitCharsets;CharacterSet;Confirm;ContentType;Debug;DeliveryReportEnabled;DisplaySenderName;DomainController;ErrorAction;ErrorVariable;Identity;IsInternal;LineWrapSize;MeetingForwardNotificationEnabled;MessageCountThreshold;Name;NDRDiagnosticInfoEnabled;NDREnabled;NonMimeCharacterSet;OutBuffer;OutVariable;PreferredInternetCodePageForShiftJis;RequiredCharsetCoverage;TargetDeliveryDomain;TNEFEnabled;TrustedMailInboundEnabled;TrustedMailOutboundEnabled;UseSimpleDisplayName;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Remote and Accepted Domains,Set-OrganizationConfig,ByteEncoderTypeFor7BitCharsets;PreferredInternetCodePageForShiftJis;RequiredCharsetCoverage,1,40
Remote and Accepted Domains,Set-AcceptedDomain,AddressBookEnabled;Confirm;Debug;DomainController;DomainType;ErrorAction;ErrorVariable;Identity;MakeDefault;MatchSubDomains;Name;OutBuffer;OutVariable;PendingCompletion;PendingRemoval;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Remote and Accepted Domains,Remove-X400AuthoritativeDomain,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Remote and Accepted Domains,Remove-RemoteDomain,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Remote and Accepted Domains,Remove-AcceptedDomain,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Remote and Accepted Domains,New-X400AuthoritativeDomain,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf;X400DomainName;X400ExternalRelay,1,40
Remote and Accepted Domains,New-RemoteDomain,Confirm;Debug;DomainController;DomainName;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Remote and Accepted Domains,New-AcceptedDomain,Confirm;Debug;DomainController;DomainName;DomainType;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,1,40
Remote and Accepted Domains,Get-X400AuthoritativeDomain,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,40
Remote and Accepted Domains,Get-RemoteDomain,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,40
Remote and Accepted Domains,Get-DomainController,Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,40
Remote and Accepted Domains,Get-AcceptedDomain,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,1,40
Reset Password,Set-Mailbox,Password;ResetPasswordOnNextLogon;RoomMailboxPassword,0,30
Retention Management,Write-AdminAuditLog,Comment;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Retention Management,Stop-ManagedFolderAssistant,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Retention Management,Start-RetentionAutoTagLearning,Clear;Confirm;CrossValidate;Debug;DomainController;ErrorAction;ErrorVariable;Identity;NumberOfSegments;OutBuffer;OutVariable;Train;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Retention Management,Start-ManagedFolderAssistant,AggMailboxCleanup;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;HoldCleanup;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Retention Management,Start-AuditAssistant,Identity,0,40
Retention Management,Set-UnifiedAuditSetting,Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,40
Retention Management,Set-RetentionPolicyTag,AgeLimitForRetention;Comment;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Force;Identity;LegacyManagedFolder;LocalizedComment;LocalizedRetentionPolicyTagName;Mailbox;MessageClass;MustDisplayCommentEnabled;Name;OptionalInMailbox;OutBuffer;OutVariable;RetentionAction;RetentionEnabled;RetentionId;SystemTag;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Retention Management,Set-RetentionPolicy,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Force;Identity;Name;OutBuffer;OutVariable;RetentionId;RetentionPolicyTagLinks;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Retention Management,Set-RemoteMailbox,Identity,0,40
Retention Management,Set-MailboxLocation,WhatIf,0,40
Retention Management,Set-MailboxJunkEmailConfiguration,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Retention Management,Set-Mailbox,AccountDisabled;Debug;DomainController;EnableRoomMailboxAccount;EndDateForRetentionHold;ErrorAction;ErrorVariable;Identity;LitigationHoldDate;LitigationHoldDuration;LitigationHoldEnabled;LitigationHoldOwner;OutBuffer;OutVariable;RemoveManagedFolderAndPolicy;RetentionComment;RetentionHoldEnabled;RetentionPolicy;RetentionUrl;SingleItemRecoveryEnabled;StartDateForRetentionHold;StsRefreshTokensValidFrom;Verbose;WarningAction;WarningVariable;WhatIf,0,40
Retention Management,Set-MailUser,Identity,0,40
Retention Management,Set-ADServerSettings,ConfigurationDomainController;Confirm;Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;PreferredGlobalCatalog;PreferredServer;RecipientViewRoot;RunspaceServerSettings;SetPreferredDomainControllers;Verbose;ViewEntireForest;WarningAction;WarningVariable;WhatIf,0,40
