Alert,Description,Tactic,Severity,Provider,Detection Service,DetectionURL,connectorId,dataTypes
PREVIEW - Impossible travel activity(ARM.MCAS_ImpossibleTravelActivity),"Two user activities (in a single or multiple sessions) have occurred, originating from geographically distant locations. This occurs within a time period shorter than the time it would have taken the user to travel from the first location to the second. This indicates that a different user is using the same credentials.This detection uses a machine learning algorithm that ignores obvious false positives contributing to the impossible travel conditions, such as VPNs and locations regularly used by other users in the organization. The detection has an initial learning period of seven days, during which it learns a new user's activity pattern.Requires an active Microsoft Defender for Cloud Apps license.",-,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Suspicious management session using an inactive account detected(ARM_UnusedAccountPersistence),Subscription activity logs analysis has detected suspicious behavior. A principal not in use for a long period of time is now performing actions that can secure persistence for an attacker.,Persistence,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Suspicious management session using PowerShell detected(ARM_UnusedAppPowershellPersistence),"Subscription activity logs analysis has detected suspicious behavior. A principal that doesn't regularly use PowerShell to manage the subscription environment is now using PowerShell, and performing actions that can secure persistence for an attacker.",Persistence,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW – Suspicious management session using Azure portal detected(ARM_UnusedAppIbizaPersistence),"Analysis of your subscription activity logs has detected a suspicious behavior. A principal that doesn't regularly use the Azure portal (Ibiza) to manage the subscription environment (hasn't used Azure portal to manage for the last 45 days, or a subscription that it is actively managing), is now using the Azure portal and performing actions that can secure persistence for an attacker.",Persistence,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Privileged custom role created for your subscription in a suspicious way (Preview)(ARM_PrivilegedRoleDefinitionCreation),"Microsoft Defender for Resource Manager detected a suspicious creation of privileged custom role definition in your subscription. This operation might have been performed by a legitimate user in your organization. Alternatively, it might indicate that an account in your organization was breached, and that the threat actor is trying to create a privileged role to use in the future to evade detection.","Privilege Escalation, Defense Evasion",Low,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious invocation of a high-risk 'Credential Access' operation detected (Preview)(ARM_AnomalousOperation.CredentialAccess),"Microsoft Defender for Resource Manager identified a suspicious invocation of a high-risk operation in your subscription which might indicate an attempt to access credentials. The identified operations are designed to allow administrators to efficiently access their environments. While this activity may be legitimate, a threat actor might utilize such operations to access restricted credentials and compromise resources in your environment. This can indicate that the account is compromised and is being used with malicious intent.",Credential Access,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious invocation of a high-risk 'Data Collection' operation detected (Preview)(ARM_AnomalousOperation.Collection),"Microsoft Defender for Resource Manager identified a suspicious invocation of a high-risk operation in your subscription which might indicate an attempt to collect data. The identified operations are designed to allow administrators to efficiently manage their environments. While this activity may be legitimate, a threat actor might utilize such operations to collect sensitive data on resources in your environment. This can indicate that the account is compromised and is being used with malicious intent.",Collection,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious invocation of a high-risk 'Defense Evasion' operation detected (Preview)(ARM_AnomalousOperation.DefenseEvasion),"Microsoft Defender for Resource Manager identified a suspicious invocation of a high-risk operation in your subscription which might indicate an attempt to evade defenses. The identified operations are designed to allow administrators to efficiently manage the security posture of their environments. While this activity may be legitimate, a threat actor might utilize such operations to avoid being detected while compromising resources in your environment. This can indicate that the account is compromised and is being used with malicious intent.",Defense Evasion,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious invocation of a high-risk 'Execution' operation detected (Preview)(ARM_AnomalousOperation.Execution),"Microsoft Defender for Resource Manager identified a suspicious invocation of a high-risk operation on a machine in your subscription which might indicate an attempt to execute code. The identified operations are designed to allow administrators to efficiently manage their environments. While this activity may be legitimate, a threat actor might utilize such operations to access restricted credentials and compromise resources in your environment. This can indicate that the account is compromised and is being used with malicious intent.",Execution,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious invocation of a high-risk 'Impact' operation detected (Preview)(ARM_AnomalousOperation.Impact),"Microsoft Defender for Resource Manager identified a suspicious invocation of a high-risk operation in your subscription which might indicate an attempted configuration change. The identified operations are designed to allow administrators to efficiently manage their environments. While this activity may be legitimate, a threat actor might utilize such operations to access restricted credentials and compromise resources in your environment. This can indicate that the account is compromised and is being used with malicious intent.",Impact,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious invocation of a high-risk 'Initial Access' operation detected (Preview)(ARM_AnomalousOperation.InitialAccess),"Microsoft Defender for Resource Manager identified a suspicious invocation of a high-risk operation in your subscription which might indicate an attempt to access restricted resources. The identified operations are designed to allow administrators to efficiently access their environments. While this activity may be legitimate, a threat actor might utilize such operations to gain initial access to restricted resources in your environment. This can indicate that the account is compromised and is being used with malicious intent.",Initial Access,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious invocation of a high-risk 'Lateral Movement' operation detected (Preview)(ARM_AnomalousOperation.LateralMovement),"Microsoft Defender for Resource Manager identified a suspicious invocation of a high-risk operation in your subscription which might indicate an attempt to perform lateral movement. The identified operations are designed to allow administrators to efficiently manage their environments. While this activity may be legitimate, a threat actor might utilize such operations to compromise additional resources in your environment. This can indicate that the account is compromised and is being used with malicious intent.",Lateral Movement,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious invocation of a high-risk 'Persistence' operation detected (Preview)(ARM_AnomalousOperation.Persistence),"Microsoft Defender for Resource Manager identified a suspicious invocation of a high-risk operation in your subscription which might indicate an attempt to establish persistence. The identified operations are designed to allow administrators to efficiently manage their environments. While this activity may be legitimate, a threat actor might utilize such operations to establish persistence in your environment. This can indicate that the account is compromised and is being used with malicious intent.",Persistence,Medium,Azure Resource Manager,Microsoft Defender for Azure Resource Manager,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
