Schema,Field,InDoc,InCsv,DocClass,CsvClass,DocType,CsvType,CsvLogicalType,DocSource,Description,Example,Note,OriginalDescription
NetworkSession,IpAddr,Yes,Yes,Alias,Alias,,string,IP Address,SchemaDoc,"- If the event type is `NetworkSession`, `Flow` or `L2NetworkSession`, IpAddr is an alias to [SrcIpAddr](#srcipaddr).<br> - If the event type is `EndpointNetworkSession`, IpAddr is an alias to `LocalIpAddr`, which can alias either [SrcIpAddr](#srcipaddr) or [DstIpAddr](#dstipaddr), depending on [NetworkDirection](#networkdirection).",,,"- If the event type is `NetworkSession`, `Flow` or `L2NetworkSession`, IpAddr is an alias to [SrcIpAddr](#srcipaddr).<br> - If the event type is `EndpointNetworkSession`, IpAddr is an alias to `LocalIpAddr`, which can alias either [SrcIpAddr](#srcipaddr) or [DstIpAddr](#dstipaddr), depending on [NetworkDirection](#networkdirection)."
NetworkSession,NetworkApplicationProtocol,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The application layer protocol used by the connection or session. The value should be in all uppercase.,FTP,,The application layer protocol used by the connection or session. The value should be in all uppercase.<br><br>Example: `FTP`
NetworkSession,NetworkBytes,Yes,Yes,Optional,Optional,Long,long,,SchemaDoc,"Number of bytes sent in both directions. If both **BytesReceived** and **BytesSent** exist, **BytesTotal** should equal their sum. If the event is aggregated, **NetworkBytes** should be the sum over all aggregated sessions.",78991,,"Number of bytes sent in both directions. If both **BytesReceived** and **BytesSent** exist, **BytesTotal** should equal their sum. If the event is aggregated, **NetworkBytes** should be the sum over all aggregated sessions.<br><br>Example: `78991`"
NetworkSession,NetworkConnectionHistory,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,TCP flags and other potential IP header information.,,,TCP flags and other potential IP header information.
NetworkSession,NetworkDirection,Yes,Yes,Optional,Optional,Enumerated,string,Enumerated,SchemaDoc,"The direction of the connection or session:<br><br> - For the [EventType](#eventtype) `NetworkSession`, `Flow` or `L2NetworkSession`, **NetworkDirection** represents the direction relative to the organization or cloud environment boundary. Supported values are `Inbound`, `Outbound`, `Local` (to the organization), `External` (to the organization) or `NA` (Not Applicable).<br><br> - For the [EventType](#eventtype) `EndpointNetworkSession`, **NetworkDirection** represents the direction relative to the endpoint. Supported values are `Inbound`, `Outbound`, `Local` (to the system), `Listen` or `NA` (Not Applicable). The `Listen` value indicates that a device has started accepting network connections but isn't actually, necessarily, connected.",,,"The direction of the connection or session:<br><br> - For the [EventType](#eventtype) `NetworkSession`, `Flow` or `L2NetworkSession`, **NetworkDirection** represents the direction relative to the organization or cloud environment boundary. Supported values are `Inbound`, `Outbound`, `Local` (to the organization), `External` (to the organization) or `NA` (Not Applicable).<br><br> - For the [EventType](#eventtype) `EndpointNetworkSession`, **NetworkDirection** represents the direction relative to the endpoint. Supported values are `Inbound`, `Outbound`, `Local` (to the system), `Listen` or `NA` (Not Applicable). The `Listen` value indicates that a device has started accepting network connections but isn't actually, necessarily, connected."
NetworkSession,NetworkDuration,Yes,Yes,Optional,Optional,Integer,int,,SchemaDoc,"The amount of time, in milliseconds, for the completion of the network session or connection.",1500,,"The amount of time, in milliseconds, for the completion of the network session or connection.<br><br>Example: `1500`"
NetworkSession,NetworkIcmpCode,Yes,Yes,Optional,Optional,Integer,int,,SchemaDoc,"For an ICMP message, the ICMP code number as described in [RFC 2780](https://datatracker.ietf.org/doc/html/rfc2780) for IPv4 network connections, or in [RFC 4443](https://datatracker.ietf.org/doc/html/rfc4443) for IPv6 network connections.",,,"For an ICMP message, the ICMP code number as described in [RFC 2780](https://datatracker.ietf.org/doc/html/rfc2780) for IPv4 network connections, or in [RFC 4443](https://datatracker.ietf.org/doc/html/rfc4443) for IPv6 network connections."
NetworkSession,NetworkIcmpType,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"For an ICMP message, ICMP type name associated with the numerical value, as described in [RFC 2780](https://datatracker.ietf.org/doc/html/rfc2780) for IPv4 network connections, or in [RFC 4443](https://datatracker.ietf.org/doc/html/rfc4443) for IPv6 network connections.",Destination Unreachable for NetworkIcmpCode 3,,"For an ICMP message, ICMP type name associated with the numerical value, as described in [RFC 2780](https://datatracker.ietf.org/doc/html/rfc2780) for IPv4 network connections, or in [RFC 4443](https://datatracker.ietf.org/doc/html/rfc4443) for IPv6 network connections.<br><br>Example: `Destination Unreachable` for NetworkIcmpCode `3`"
NetworkSession,NetworkPackets,Yes,Yes,Optional,Optional,Long,long,,SchemaDoc,"The number of packets sent in both directions. If both **PacketsReceived** and **PacketsSent** exist, **PacketsTotal** should equal their sum. The meaning of a packet is defined by the reporting device. If the event is aggregated, **NetworkPackets** should be the sum over all aggregated sessions.",6924,,"The number of packets sent in both directions. If both **PacketsReceived** and **PacketsSent** exist, **PacketsTotal** should equal their sum. The meaning of a packet is defined by the reporting device. If the event is aggregated, **NetworkPackets** should be the sum over all aggregated sessions.<br><br>Example: `6924`"
NetworkSession,NetworkProtocol,Yes,Yes,Optional,Optional,Enumerated,string,NetworkProtocol,SchemaDoc,"The IP protocol used by the connection or session as listed in [IANA protocol assignment](https://www.iana.org/assignments/protocol-numbers/protocol-numbers.xhtml), which is typically `TCP`, `UDP`, or `ICMP`.",TCP,,"The IP protocol used by the connection or session as listed in [IANA protocol assignment](https://www.iana.org/assignments/protocol-numbers/protocol-numbers.xhtml), which is typically `TCP`, `UDP`, or `ICMP`.<br><br>Example: `TCP`"
NetworkSession,NetworkProtocolVersion,Yes,Yes,Optional,Optional,Enumerated,string,Enumerated,SchemaDoc,"The version of [NetworkProtocol](#networkprotocol). When using it to distinguish between IP version, use the values `IPv4` and `IPv6`.",,,"The version of [NetworkProtocol](#networkprotocol). When using it to distinguish between IP version, use the values `IPv4` and `IPv6`."
NetworkSession,NetworkRuleName,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The name or ID of the rule by which [DvcAction](#dvcaction) was decided upon.,AnyAnyDrop,,The name or ID of the rule by which [DvcAction](#dvcaction) was decided upon.<br><br> Example: `AnyAnyDrop`
NetworkSession,NetworkRuleNumber,Yes,Yes,Optional,Optional,Integer,int,,SchemaDoc,The number of the rule by which [DvcAction](#dvcaction) was decided upon.,23,,The number of the rule by which [DvcAction](#dvcaction) was decided upon.<br><br>Example: `23`
NetworkSession,NetworkSessionId,Yes,Yes,Optional,Optional,string,string,,SchemaDoc,The session identifier as reported by the reporting device.,172\_12\_53\_32\_4322\_\_123\_64\_207\_1\_80,,The session identifier as reported by the reporting device. <br><br>Example: `172\_12\_53\_32\_4322\_\_123\_64\_207\_1\_80`
NetworkSession,OuterVlanId,Yes,Yes,Alias,Alias,,string,,SchemaDoc,"Alias to [DstVlanId](#dstvlanid). <br><br>In many cases, the VLAN can't be determined as a source or a destination but is characterized as inner or outer. This alias to signifies that [DstVlanId](#dstvlanid) should be used when the VLAN is characterized as outer.",,,"Alias to [DstVlanId](#dstvlanid). <br><br>In many cases, the VLAN can't be determined as a source or a destination but is characterized as inner or outer. This alias to signifies that [DstVlanId](#dstvlanid) should be used when the VLAN is characterized as outer."
NetworkSession,Process,Yes,Yes,Alias,Alias,,string,,SchemaDoc,Alias to the [DstProcessName](#dstprocessname),C:\Windows\System32\rundll32.exe,,Alias to the [DstProcessName](#dstprocessname) <br><br>Example: `C:\Windows\System32\rundll32.exe`
NetworkSession,Rule,Yes,Yes,Alias,Alias,String,string,,SchemaDoc,"Either the value of [NetworkRuleName](#networkrulename) or the value of [NetworkRuleNumber](#networkrulenumber). If the value of [NetworkRuleNumber](#networkrulenumber) is used, the type should be converted to string.",,,"Either the value of [NetworkRuleName](#networkrulename) or the value of [NetworkRuleNumber](#networkrulenumber). If the value of [NetworkRuleNumber](#networkrulenumber) is used, the type should be converted to string."
NetworkSession,SessionId,Yes,Yes,Alias,Alias,String,string,,SchemaDoc,Alias to [NetworkSessionId](#networksessionid).,,,Alias to [NetworkSessionId](#networksessionid).
