"table_name","description","category","category_primary","category_source","category_candidates","support_tier","collection_method","collection_method_source","collection_method_candidates","feeding_connector_ids","source_vendor","source_product","collector_vendor","collector_product","source_vendor_basis","collector_vendor_basis","resource_types","source_azure_monitor","source_defender_xdr","azure_monitor_doc_link","defender_xdr_doc_link","basic_logs_eligible","supports_transformations","ingestion_api_supported","is_clv1"
"DeviceHealth","Reference for DeviceHealth table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender","","Defender","tables_reference","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicehealth","","No","","No",""
"DeviceHeartbeat","Reference for DeviceHeartbeat table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender","","Defender","tables_reference","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceheartbeat","","No","","No",""
"DeviceImageLoadEvents","Reference for DeviceImageLoadEvents table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","Microsoft","Native","connector","Native","MicrosoftThreatProtection","Microsoft","Defender XDR","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceimageloadevents","","Yes","Yes","No",""
"DeviceInfo","Reference for DeviceInfo table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","Microsoft","Native","connector","Native","MicrosoftThreatProtection","Microsoft","Defender XDR","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceinfo","","Yes","Yes","No",""
"DeviceLogonEvents","Reference for DeviceLogonEvents table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","Microsoft","Native","connector","Native","MicrosoftThreatProtection","Microsoft","Defender XDR","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicelogonevents","","Yes","Yes","No",""
"DeviceNetworkEvents","Reference for DeviceNetworkEvents table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","Microsoft","Native","connector","Native","MicrosoftThreatProtection","Microsoft","Defender XDR","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicenetworkevents","","Yes","Yes","No",""
"DeviceNetworkInfo","Reference for DeviceNetworkInfo table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","Microsoft","Native","connector","Native","MicrosoftThreatProtection","Microsoft","Defender XDR","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicenetworkinfo","","Yes","Yes","No",""
"DeviceProcessEvents","Reference for DeviceProcessEvents table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","Microsoft","Native","connector","Native","MicrosoftThreatProtection","Microsoft","Defender XDR","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceprocessevents","","Yes","Yes","No",""
"DeviceRegistryEvents","Reference for DeviceRegistryEvents table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","Microsoft","Native","connector","Native","MicrosoftThreatProtection","Microsoft","Defender XDR","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceregistryevents","","Yes","Yes","No",""
"DeviceSkypeHeartbeat","Reference for DeviceSkypeHeartbeat table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceskypeheartbeat","","No","","No",""
"DeviceSkypeSignIn","Reference for DeviceSkypeSignIn table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/deviceskypesignin","","No","","No",""
"DeviceTvmSecureConfigurationAssessment","Reference for DeviceTvmSecureConfigurationAssessment table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicetvmsecureconfigurationassessment","","Yes","Yes","No",""
"DeviceTvmSecureConfigurationAssessmentKB","Reference for DeviceTvmSecureConfigurationAssessmentKB table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicetvmsecureconfigurationassessmentkb","","Yes","Yes","Yes",""
"DeviceTvmSoftwareInventory","Reference for DeviceTvmSoftwareInventory table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicetvmsoftwareinventory","","Yes","Yes","No",""
"DeviceTvmSoftwareVulnerabilities","Reference for DeviceTvmSoftwareVulnerabilities table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicetvmsoftwarevulnerabilities","","Yes","Yes","No",""
"DeviceTvmSoftwareVulnerabilitiesKB","Reference for DeviceTvmSoftwareVulnerabilitiesKB table in Azure Monitor Logs.","MDE","Defender","category=MDE","Defender,Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicetvmsoftwarevulnerabilitieskb","","Yes","Yes","Yes",""
"DigitalShadows_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","DigitalShadowsSearchlightAzureFunctions","Digital Shadows","Searchlight","","","projected","","","No","No","","","","Yes","Yes","true"
"DiscoveryBookshelfAuditLogs","Reference for DiscoveryBookshelfAuditLogs table in Azure Monitor Logs.","Audit","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.discovery/bookshelves","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/discoverybookshelfauditlogs","","Yes","","No",""
"DiscoverySupercomputerAuditLogs","Reference for DiscoverySupercomputerAuditLogs table in Azure Monitor Logs.","Audit","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.discovery/supercomputers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/discoverysupercomputerauditlogs","","Yes","","No",""
"DiscoveryWorkspaceAuditLogs","Reference for DiscoveryWorkspaceAuditLogs table in Azure Monitor Logs.","Audit","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.discovery/workspaces","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/discoveryworkspaceauditlogs","","Yes","","No",""
"DisruptionAndResponseEvents","Reference for DisruptionAndResponseEvents table in Azure Monitor Logs.","Security","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/disruptionandresponseevents","","Yes","","No",""
"DnsAuditEvents","Reference for DnsAuditEvents table in Azure Monitor Logs.","Security","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.securityinsights/securityinsights","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dnsauditevents","","Yes","Yes","Yes",""
"DnsEvents","Reference for DnsEvents table in Azure Monitor Logs.","Network","Syslog/CEF","collection_method=AMA","Syslog/CEF,Cloud","Microsoft","AMA","connector","AMA","DNS","Microsoft","","","","projected","","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dnsevents","","No","Yes","No",""
"DnsInventory","Reference for DnsInventory table in Azure Monitor Logs.","Network","Syslog/CEF","collection_method=AMA","Syslog/CEF,Cloud","Microsoft","AMA","connector","AMA","DNS","Microsoft","","","","projected","","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dnsinventory","","No","Yes","No",""
"Domain_Data_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"DoppelTable_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","No","No","","","","No","Yes",""
"DragosAlerts_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","DragosSitestoreCCP","Dragos","Notifications","","","projected","","","No","No","","","","Yes","Yes",""
"DruvaInsyncEvents_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","DruvaEventCCPDefinition","Microsoft","","","","projected","","","","","","","","","Yes",""
"DruvaPlatformEvents_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","DruvaEventCCPDefinition","Microsoft","","","","projected","","","","","","","","","Yes",""
"DruvaSecurityEvents_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","DruvaEventCCPDefinition","Microsoft","","","","projected","","","No","No","","","","Yes","Yes",""
"DummyHydrationFact","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"DuoSecurityAuthentication_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"DurableTaskSchedulerLogs","Reference for DurableTaskSchedulerLogs table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.durabletask/schedulers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/durabletaskschedulerlogs","","Yes","","No",""
"DynamicEventCollection","Reference for DynamicEventCollection table in Azure Monitor Logs.","Security","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dynamiceventcollection","","Yes","Yes","No",""
"Dynamics365Activity","Reference for Dynamics365Activity table in Azure Monitor Logs.","-","Cloud","collection_method=Native","Cloud","Microsoft","Native","connector","Native","Dynamics365","Microsoft","","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dynamics365activity","","No","Yes","No",""
"DynatraceAttacksV2_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","DynatraceAttacks,DynatraceAttacksCCPDefinition","Dynatrace","Attacks V1;Attacks V2","","","projected","","","No","No","","","","No","Yes",""
"DynatraceAttacks_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","DynatraceAttacks","Dynatrace","Attacks V1","","","projected","","","No","No","","","","No","Yes",""
"DynatraceAuditLogsV2_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","DynatraceAuditLogs,DynatraceAuditLogsCCPDefinition","Dynatrace","Audit Logs V1;Audit Logs V2","","","projected","","","No","No","","","","No","Yes",""
"DynatraceAuditLogs_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","DynatraceAuditLogs","Dynatrace","Audit Logs V1","","","projected","","","No","No","","","","Yes","Yes",""
"DynatraceProblemsV2_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","DynatraceProblems,DynatraceProblemsCCPDefinition","Dynatrace","Problems V1;Problems V2","","","projected","","","No","No","","","","No","Yes",""
"DynatraceProblems_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","DynatraceProblems","Dynatrace","Problems V1","","","projected","","","No","No","","","","No","Yes",""
"DynatraceSecurityProblemsV2_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","DTRunVulnCCPDefinition,DynatraceRuntimeVulnerabilities","Dynatrace","Runtime Vulnerabilities V1;Runtime Vulnerabilities V2","","","projected","","","No","No","","","","Yes","Yes",""
