"table_name","description","category","support_tier","collection_method","solutions","resource_types","table_type","source_azure_monitor","source_defender_xdr","xdr_only","source_feature_support","source_ingestion_api","source_sentinel_tables","azure_monitor_doc_link","defender_xdr_doc_link","basic_logs_eligible","supports_transformations","ingestion_api_supported","lake_only_supported"
"DeviceTvmInfoGathering","Defender Vulnerability Management assessment events including configuration and attack surface area states","MDE","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvminfogathering-table","","","No",""
"DeviceTvmInfoGatheringKB","Metadata for assessment events collected in the `DeviceTvmInfogathering` table","MDE","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvminfogatheringkb-table","","","No",""
"DeviceTvmSecureConfigurationAssessment","Microsoft Defender Vulnerability Management assessment events, indicating the status of various security configurations on devices","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicetvmsecureconfigurationassessment","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvmsecureconfigurationassessment-table","Yes","Yes","No","Yes"
"DeviceTvmSecureConfigurationAssessmentKB","Knowledge base of various security configurations used by Microsoft Defender Vulnerability Management to assess devices; includes mappings to various standards and benchmarks","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicetvmsecureconfigurationassessmentkb","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvmsecureconfigurationassessmentkb-table","Yes","Yes","Yes","Yes"
"DeviceTvmSoftwareEvidenceBeta","Evidence info about where a specific software was detected on a device","MDE","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvmsoftwareevidencebeta-table","","","No",""
"DeviceTvmSoftwareInventory","Inventory of software installed on devices, including their version information and end-of-support status","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicetvmsoftwareinventory","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvmsoftwareinventory-table","Yes","Yes","No","Yes"
"DeviceTvmSoftwareVulnerabilities","Software vulnerabilities found on devices and the list of available security updates that address each vulnerability","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicetvmsoftwarevulnerabilities","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvmsoftwarevulnerabilities-table","Yes","Yes","No","Yes"
"DeviceTvmSoftwareVulnerabilitiesKB","Knowledge base of publicly disclosed vulnerabilities, including whether exploit code is publicly available","MDE","","","SecurityInsights","-","","Yes","Yes","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/devicetvmsoftwarevulnerabilitieskb","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-devicetvmsoftwarevulnerabilitieskb-table","Yes","Yes","Yes","Yes"
"DigitalShadows_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"DiscoveryBookshelfAuditLogs","Reference for DiscoveryBookshelfAuditLogs table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.discovery/bookshelves","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/discoverybookshelfauditlogs","","Yes","No","No","Yes"
"DiscoverySupercomputerAuditLogs","Reference for DiscoverySupercomputerAuditLogs table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.discovery/supercomputers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/discoverysupercomputerauditlogs","","Yes","No","No","Yes"
"DiscoveryWorkspaceAuditLogs","Reference for DiscoveryWorkspaceAuditLogs table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.discovery/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/discoveryworkspaceauditlogs","","Yes","No","No","Yes"
"DisruptionAndResponseEvents","[Automatic attack disruption](automatic-attack-disruption.md) events in Microsoft Defender XDR","Security, XDR","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/disruptionandresponseevents","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-disruptionandresponseevents-table","Yes","Yes","No","Yes"
"DnsAuditEvents","Reference for DnsAuditEvents table in Azure Monitor Logs.","Security","","","SecurityInsights","microsoft.securityinsights/securityinsights","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dnsauditevents","","Yes","Yes","Yes","Yes"
"DnsEvents","Reference for DnsEvents table in Azure Monitor Logs.","Network","","","DnsAnalytics, SecurityInsights","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dnsevents","","No","Yes","No","Yes"
"DnsInventory","Reference for DnsInventory table in Azure Monitor Logs.","Network","","","DnsAnalytics, SecurityInsights","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dnsinventory","","No","Yes","No","Yes"
"DoppelTable_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"DragosAlerts_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"DruvaSecurityEvents_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"DurableTaskSchedulerLogs","Reference for DurableTaskSchedulerLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.durabletask/schedulers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/durabletaskschedulerlogs","","Yes","No","No","Yes"
"DynamicEventCollection","Reference for DynamicEventCollection table in Azure Monitor Logs.","Security","","","AzureSentinelDSRE","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dynamiceventcollection","","Yes","Yes","No","Yes"
"DynamicSummary","Reference for DynamicSummary table in Azure Monitor Logs.","-","","","SecurityInsights","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dynamicsummary","","No","No","No","No"
"Dynamics365Activity","Reference for Dynamics365Activity table in Azure Monitor Logs.","-","","","SecurityInsights","-","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/dynamics365activity","","No","Yes","No","No"
"DynatraceAttacksV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"DynatraceAttacks_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"DynatraceAuditLogsV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"DynatraceAuditLogs_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"DynatraceProblemsV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"DynatraceProblems_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"DynatraceSecurityProblemsV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"DynatraceSecurityProblems_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"EGNFailedHttpDataPlaneOperations","Reference for EGNFailedHttpDataPlaneOperations table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.eventgrid/namespaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/egnfailedhttpdataplaneoperations","","Yes","Yes","No","Yes"
"EGNFailedMqttConnections","Reference for EGNFailedMqttConnections table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.eventgrid/namespaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/egnfailedmqttconnections","","No","Yes","No","Yes"
"EGNFailedMqttPublishedMessages","Reference for EGNFailedMqttPublishedMessages table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.eventgrid/namespaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/egnfailedmqttpublishedmessages","","No","Yes","No","Yes"
"EGNFailedMqttSubscriptions","Reference for EGNFailedMqttSubscriptions table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.eventgrid/namespaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/egnfailedmqttsubscriptions","","No","Yes","No","Yes"
"EGNMqttDisconnections","Reference for EGNMqttDisconnections table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.eventgrid/namespaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/egnmqttdisconnections","","No","Yes","No","Yes"
"EGNSuccessfulHttpDataPlaneOperations","Reference for EGNSuccessfulHttpDataPlaneOperations table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.eventgrid/namespaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/egnsuccessfulhttpdataplaneoperations","","Yes","Yes","No","Yes"
"EGNSuccessfulMqttConnections","Reference for EGNSuccessfulMqttConnections table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.eventgrid/namespaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/egnsuccessfulmqttconnections","","No","Yes","No","Yes"
"ESIExchangeConfig_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"ESIExchangeOnlineConfig_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"ETWEvent","Reference for ETWEvent table in Azure Monitor Logs.","Virtual Machines","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/etwevent","","No","No","No","No"
"EdgeActionConsoleLog","Reference for EdgeActionConsoleLog table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.cdn/edgeactions","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/edgeactionconsolelog","","Yes","No","No","No"
"EdgeActionServiceLog","Reference for EdgeActionServiceLog table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.cdn/edgeactions","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/edgeactionservicelog","","Yes","No","No","No"
"ElasticAgentEvent","","","","","","","","No","No","No","No","No","Yes","","","","No","No","No"
"ElasticAgentLogsV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"EmailAttachmentInfo","Information about files attached to emails","Defender","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/emailattachmentinfo","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-emailattachmentinfo-table","Yes","Yes","No","Yes"
"EmailEvents","Microsoft 365 email events, including email delivery and blocking events","Defender","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/emailevents","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-emailevents-table","Yes","Yes","No","Yes"
"EmailPostDeliveryEvents","Security events that occur post-delivery, after Microsoft 365 delivers the emails to the recipient mailbox","Defender","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/emailpostdeliveryevents","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-emailpostdeliveryevents-table","Yes","Yes","No","Yes"
"EmailUrlInfo","Information about URLs on emails","Defender","","","SecurityInsights","-","","Yes","Yes","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/emailurlinfo","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-emailurlinfo-table","Yes","Yes","No","Yes"
"EnrichedMicrosoft365AuditLogs","Reference for EnrichedMicrosoft365AuditLogs table in Azure Monitor Logs.","IT & Management Tools, Network, Security","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/enrichedmicrosoft365auditlogs","","Yes","Yes","No","Yes"
"Entities_Data_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Entity_Scoring_Data_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"EntraIdSignInEvents","Microsoft Entra interactive and non-interactive sign-ins","XDR","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-entraidsigninevents-table","","","No",""
"EntraIdSpnSignInEvents","Microsoft Entra service principal and managed identity sign-ins","XDR","","","","","","No","Yes","Yes","No","No","No","","https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-entraidspnsigninevents-table","","","No",""
"ErmesBrowserSecurityEvents_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Event","Reference for Event table in Azure Monitor Logs.","Windows","Microsoft","AMA","LogManagement","microsoft.operationalinsights/workspaces, microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines, microsoft.compute/virtualmachinescalesets, microsoft.azurestackhci/clusters","","Yes","No","No","Yes","Yes","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/event","","No","Yes","Yes","No"
