solution_name,solution_folder,publisher,support_tier,categories,version,is_published,connector_count,connector_id,connector_title,collection_method,is_deprecated,tables,reason,solution_github_link,connector_github_link
Microsoft Exchange Security - Exchange On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,Community,Community,domains,3.3.2,true,8,ESI-Opt34DomainControllersSecurityEventLogs, Microsoft Active-Directory Domain Controllers Security Event Logs,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises/Data%20Connectors/ESI-Opt34DomainControllersSecurityEventLogs.json
Microsoft Exchange Security - Exchange On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,Community,Community,domains,3.3.2,true,8,ESI-Opt5ExchangeIISLogs,IIS Logs of Microsoft Exchange Servers,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises/Data%20Connectors/ESI-Opt5ExchangeIISLogs.json
Microsoft Exchange Security - Exchange On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,Community,Community,domains,3.3.2,true,8,ESI-Opt6ExchangeMessageTrackingLogs,Microsoft Exchange Message Tracking Logs,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises/Data%20Connectors/ESI-Opt6ExchangeMessageTrackingLogs.json
Microsoft Exchange Security - Exchange On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,Community,Community,domains,3.3.2,true,8,ESI-Opt7ExchangeHTTPProxyLogs,Microsoft Exchange HTTP Proxy Logs,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20On-Premises/Data%20Connectors/ESI-Opt7ExchangeHTTPProxyLogs.json
Microsoft Exchange Security - Exchange Online,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20Online,Community,Community,domains,3.1.7,true,1,ESI-ExchangeOnlineCollector,Exchange Security Insights Online Collector,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20Online,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Exchange%20Security%20-%20Exchange%20Online/Data%20Connectors/ESI-ExchangeOnlineCollector.json
Microsoft PowerBI,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20PowerBI,Microsoft Corporation,Microsoft,domains,2.0.1,true,1,OfficePowerBI,Microsoft PowerBI,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20PowerBI,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20PowerBI/Data%20Connectors/template_OfficePowerBI.json
Microsoft Project,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Project,Microsoft,Microsoft,domains,2.0.0,true,1,Office365Project,Microsoft Project,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Project,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Project/Data%20Connectors/template_Office365Project.JSON
Microsoft Purview,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Purview,Microsoft Corporation,Microsoft,domains,3.0.0,true,1,MicrosoftAzurePurview,Microsoft Purview,Azure Diagnostics,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Purview,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Purview/Data%20Connectors/MicrosoftPurview.json
Microsoft Purview Information Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Purview%20Information%20Protection,Microsoft Corporation,Microsoft,domains,3.0.0,true,1,MicrosoftPurviewInformationProtection,Microsoft Purview Information Protection,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Purview%20Information%20Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Purview%20Information%20Protection/Data%20Connectors/MicrosoftPurviewInformationProtection.json
Microsoft Sysmon For Linux,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Sysmon%20For%20Linux,Microsoft Corporation,Microsoft,domains,3.0.0,true,1,MicrosoftSysmonForLinux,[Deprecated] Microsoft Sysmon For Linux,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Sysmon%20For%20Linux,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Microsoft%20Sysmon%20For%20Linux/Data%20Connectors/SysmonForLinux.json
MicrosoftDefenderForEndpoint,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MicrosoftDefenderForEndpoint,Microsoft Corporation,Microsoft,domains,3.0.3,true,1,MicrosoftDefenderAdvancedThreatProtection,Microsoft Defender for Endpoint,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MicrosoftDefenderForEndpoint,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MicrosoftDefenderForEndpoint/Data%20Connectors/template_MicrosoftDefenderAdvancedThreatProtection.JSON
MicrosoftPurviewInsiderRiskManagement,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MicrosoftPurviewInsiderRiskManagement,Microsoft Corporation,Microsoft,domains,3.0.5,true,1,OfficeIRM,Microsoft 365 Insider Risk Management,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MicrosoftPurviewInsiderRiskManagement,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MicrosoftPurviewInsiderRiskManagement/Data%20Connectors/template_OfficeIRM.JSON
Mimecast,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast,Mimecast,Partner,domains,3.1.0,true,5,MimecastATAPI,Mimecast Awareness Training,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast/Data%20Connectors/MimecastAT/Mimecast_AT_FunctionApp.json
Mimecast,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast,Mimecast,Partner,domains,3.1.0,true,5,MimecastAuditAPI,Mimecast Audit,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast/Data%20Connectors/MimecastAudit/Mimecast_Audit_FunctionApp.json
Mimecast,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast,Mimecast,Partner,domains,3.1.0,true,5,MimecastCIAPI,Mimecast Cloud Integrated,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast/Data%20Connectors/MimecastCloudIntegrated/Mimecast_Cloud_Integrated_FunctionApp.json
Mimecast,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast,Mimecast,Partner,domains,3.1.0,true,5,MimecastSEGAPI,Mimecast Secure Email Gateway,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast/Data%20Connectors/MimecastSEG/Mimecast_SEG_FunctionApp.json
Mimecast,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast,Mimecast,Partner,domains,3.1.0,true,5,MimecastTTPAPI,Mimecast Targeted Threat Protection,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast/Data%20Connectors/MimecastTTP/Mimecast_TTP_FunctionApp.json
MimecastAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MimecastAudit,Mimecast,Partner,domains,3.0.2,true,1,MimecastAuditAPI,Mimecast Audit,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MimecastAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast/Data%20Connectors/MimecastAudit/Mimecast_Audit_FunctionApp.json
MimecastSEG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MimecastSEG,Mimecast,Partner,domains,3.0.2,true,1,MimecastSIEMAPI,Mimecast Secure Email Gateway,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MimecastSEG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MimecastSEG/Data%20Connectors/MimecastSEG_API_AzureFunctionApp.json
MimecastTIRegional,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MimecastTIRegional,Mimecast,Partner,domains,3.0.2,true,1,MimecastTIRegionalConnectorAzureFunctions,Mimecast Intelligence for Microsoft - Microsoft Sentinel,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MimecastTIRegional,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MimecastTIRegional/Data%20Connectors/MimecastTIRegional_API_AzureFunctionApp.json
MimecastTTP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MimecastTTP,Mimecast,Partner,domains,3.0.2,true,1,MimecastTTPAPI,Mimecast Targeted Threat Protection,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MimecastTTP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mimecast/Data%20Connectors/MimecastTTP/Mimecast_TTP_FunctionApp.json
Miro,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Miro,Miro,Partner,domains,3.0.0,true,2,MiroAuditLogsDataConnector,Miro Audit Logs (Enterprise Plan),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Miro,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Miro/Data%20Connectors/MiroAuditLogs_CCF/MiroAuditLogs_DataConnectorDefinition.json
Miro,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Miro,Miro,Partner,domains,3.0.0,true,2,MiroContentLogsDataConnector,Miro Content Logs (Enterprise Plan + Enterprise Guard),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Miro,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Miro/Data%20Connectors/MiroContentLogs_CCF/MiroContentLogs_DataConnectorDefinition.json
MISP2Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MISP2Sentinel,Community,Community,"domains,verticals",3.0.0,true,1,MISP2SentinelConnector,MISP2Sentinel,REST API,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MISP2Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MISP2Sentinel/Data%20Connectors/MISP2SentinelConnector_UploadIndicatorsAPI.json
MongoDBAtlas,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MongoDBAtlas,MongoDB,Partner,domains,3.0.8,true,1,MongoDBAtlasLogsAzureFunctions,MongoDB Atlas Logs,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MongoDBAtlas,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MongoDBAtlas/Data%20Connectors/MongoDBAtlasLogs/MongoDBAtlasLogs_AzureFunction.json
MongoDBAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MongoDBAudit,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,MongoDB,[Deprecated] MongoDB Audit,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MongoDBAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/MongoDBAudit/Data%20Connectors/Connector_MongoDBAudit.json
Morphisec,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Morphisec,Morphisec,Partner,domains,3.1.0,true,1,MorphisecCCF,Morphisec API Data Connector (via Codeless Connector Framework),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Morphisec,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Morphisec/Data%20Connectors/Morphisec_CCF/Morphisec_ConnectorDefinition.json
Mulesoft,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mulesoft,Microsoft Corporation,Microsoft,domains,3.0.0,true,1,MuleSoft,MuleSoft Cloudhub,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mulesoft,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Mulesoft/Data%20Connectors/MuleSoft_Cloudhub_API_FunctionApp.json
Nasuni,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Nasuni,Nasuni,Partner,domains,3.0.3,true,1,NasuniEdgeAppliance,[Deprecated] Nasuni Edge Appliance,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Nasuni,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Nasuni/Data%20Connectors/Nasuni%20Data%20Connector.json
NC Protect Data Connector,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/archTIS,archTIS,Partner,domains,2.0.1,true,1,NucleusCyberNCProtect,NC Protect,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/archTIS,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/archTIS/Data%20Connectors/NucleusCyberNCProtect.json
NetClean ProActive,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NetClean%20ProActive,NetClean,Partner,domains,3.0.2,false,1,Netclean_ProActive_Incidents,Netclean ProActive Incidents,Unknown (Custom Log),false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NetClean%20ProActive,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NetClean%20ProActive/Data%20Connectors/Connector_NetClean.json
Netskope,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskope,Netskope,Partner,domains,2.0.3,true,1,Netskope,Netskope,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskope,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskope/Data%20Connectors/Netskope/Netskope_API_FunctionApp.json
Netskopev2,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskopev2,Netskope,Partner,domains,3.1.2,true,3,NetskopeAlertsEvents,Netskope Alerts and Events,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskopev2,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskopev2/Data%20Connectors/NetskopeAlertsEvents_RestAPI_CCP/NetskopeAlertsEvents_ConnectorDefination.json
Netskopev2,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskopev2,Netskope,Partner,domains,3.1.2,true,3,NetskopeDataConnector,Netskope Data Connector,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskopev2,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskopev2/Data%20Connectors/NetskopeDataConnector/Netskope_FunctionApp.json
Netskopev2,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskopev2,Netskope,Partner,domains,3.1.2,true,3,NetskopeWebTransactionsDataConnector,Netskope Web Transactions Data Connector,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskopev2,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netskopev2/Data%20Connectors/NetskopeWebTransactionsDataConnector/Netskope_WebTransactions.json
Netwrix Auditor,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netwrix%20Auditor,Microsoft Corporation,Microsoft,domains,3.0.2,true,2,Netwrix,[Deprecated] Netwrix Auditor via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netwrix%20Auditor,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netwrix%20Auditor/Data%20Connectors/Connector_NetwrixAuditor.json
Netwrix Auditor,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netwrix%20Auditor,Microsoft Corporation,Microsoft,domains,3.0.2,true,2,NetwrixAma,[Deprecated] Netwrix Auditor via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netwrix%20Auditor,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Netwrix%20Auditor/Data%20Connectors/template_NetwrixAuditorAMA.json
NGINX HTTP Server,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NGINX%20HTTP%20Server,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,NGINXHTTPServer,[Deprecated] NGINX HTTP Server,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NGINX%20HTTP%20Server,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NGINX%20HTTP%20Server/Data%20Connectors/Connector_NGINX_agent.json
Noname API Security Solution for Microsoft Sentinel,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NonameSecurity,Noname Security,Partner,domains,2.0.0,false,1,NonameSecurityMicrosoftSentinel,Noname Security for Microsoft Sentinel,REST API,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NonameSecurity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NonameSecurity/Data%20Connectors/Connector_RESTAPI_NonameSecurity.json
NordPass,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NordPass,NordPass,Partner,domains,3.0.1,true,1,NordPass,NordPass,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NordPass,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NordPass/Data%20Connectors/NordPass_API_FunctionApp.json;https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NordPass/Data%20Connectors/deployment/NordPass_data_connector.json
NozomiNetworks,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NozomiNetworks,Microsoft Corporation,Microsoft,domains,3.0.3,true,2,NozomiNetworksN2OS,[Deprecated] Nozomi Networks N2OS via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NozomiNetworks,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/NozomiNetworks/Data%20Connectors/NozomiNetworksN2OS.json
