"table_name","column_name","column_type","description"
"CDBDataPlaneRequests","TimeGenerated","datetime","Timestamp (in UTC) when the data plane request was issued."
"CDBDataPlaneRequests","Type","string","The name of the table"
"CDBDataPlaneRequests","UserAgent","string","The name of the user specified user agent suffix (as specified when initializing the Cosmos DB client) when running in Direct mode."
"CDBDataPlaneRequests15M","AadAppliedRoleAssignmentId","string","The ID of the applied role assignment for the caller issuing the data plane requests in this interval."
"CDBDataPlaneRequests15M","AadPrincipalId","string","The AAD Principal ID of the caller issuing the data plane requests in this interval."
"CDBDataPlaneRequests15M","AccountName","string","The name of the Cosmos DB account."
"CDBDataPlaneRequests15M","AuthTokenType","string","The authorization type (System Read/Write key) for this request set by the Cosmos DB Gateway service when running in Gateway mode or using the REST API."
"CDBDataPlaneRequests15M","AvgDurationMs","real","The average server-side execution times (in milliseconds) for the requests in this interval."
"CDBDataPlaneRequests15M","AvgRequestCharge","real","The average RUs (Request Units) consumed by an operation in this interval."
"CDBDataPlaneRequests15M","AvgRequestLength","real","The average payload size (in bytes) for the requests in this interval."
"CDBDataPlaneRequests15M","AvgResponseLength","real","The average payload size (in bytes) of the server response in this interval."
"CDBDataPlaneRequests15M","_BilledSize","real","The record size in bytes"
"CDBDataPlaneRequests15M","ClientIpAddress","string","The IP address of the client VM issuing the requests in the interval."
"CDBDataPlaneRequests15M","CollectionName","string","The Cosmos DB container against which the requests in this interval were issued."
"CDBDataPlaneRequests15M","ConnectionMode","string","The connection mode used by the client issuing the requests in the interval - (Direct or Gateway mode)."
"CDBDataPlaneRequests15M","DatabaseName","string","The Cosmos DB database against which the requests in this interval were issued."
"CDBDataPlaneRequests15M","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"CDBDataPlaneRequests15M","KeyType","string","The authorization type (Primary/Secondary Read/Write key) for this request set when running in Direct mode."
"CDBDataPlaneRequests15M","MaxDurationMs","real","The highest server-side execution time (in milliseconds) of a request in this interval."
"CDBDataPlaneRequests15M","MaxRequestCharge","real","The maximum number of RUs (Request Units) consumed by an operation in this interval."
"CDBDataPlaneRequests15M","MaxRequestLength","real","The highest payload size (in bytes) for a request in this interval."
"CDBDataPlaneRequests15M","MaxResponseLength","real","The highest payload size (in bytes) of the server response in this aggregation."
"CDBDataPlaneRequests15M","OperationName","string","The specific data plane operation executed against the account."
"CDBDataPlaneRequests15M","PartitionId","string","The physical partition ID for the Cosmos DB container against which the requests in this interval were issued."
"CDBDataPlaneRequests15M","RegionName","string","The Azure region to which the requests in this interval were issued."
"CDBDataPlaneRequests15M","RequestCount","real","The number of requests aggregated in this interval."
"CDBDataPlaneRequests15M","RequestResourceId","string","Deprecated. The ID of the specific Cosmos DB resource within the account against which the data plane requests in the interval were executed."
"CDBDataPlaneRequests15M","RequestResourceType","string","The Cosmos DB resource type within the account against which the data plane requests in the interval were executed, can be one of Database, Collection, Document, Attachment, User, Permission, StoredProcedure, Trigger, UserDefinedFunction, Offer."
"CDBDataPlaneRequests15M","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"CDBDataPlaneRequests15M","ResourceTokenPermissionId","string","The ID of the resource token associated with the resource accessed by the requests in this interval."
"CDBDataPlaneRequests15M","ResourceTokenPermissionMode","string","The permission mode of the resource token associated with the resource accessed by this requests in this interval."
"CDBDataPlaneRequests15M","ResourceTokenUserRid","string","The user ID associated with the resource token for the resource accessed by the requests in this interval."
"CDBDataPlaneRequests15M","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"CDBDataPlaneRequests15M","StatusCode","int","The HTTP status code response for the data plane request set, highlighting details of the success/failure of the request set."
"CDBDataPlaneRequests15M","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"CDBDataPlaneRequests15M","TenantId","string","The Log Analytics workspace ID"
"CDBDataPlaneRequests15M","TimeGenerated","datetime","Timestamp (in UTC) of the 15 minute interval for the aggregation."
"CDBDataPlaneRequests15M","TotalDurationMs","real","The sum of the server-side execution times (in milliseconds) for the requests in this interval."
"CDBDataPlaneRequests15M","TotalRequestCharge","real","The total RUs (Request Units) consumed by all operations in this interval."
"CDBDataPlaneRequests15M","TotalRequestLength","real","The total payload size (in bytes) for the all requests in this interval."
"CDBDataPlaneRequests15M","TotalResponseLength","real","The total payload size (in bytes) of the server response in this interval."
"CDBDataPlaneRequests15M","Type","string","The name of the table"
"CDBDataPlaneRequests15M","UserAgent","string","The name of the user specified user agent suffix (as specified when initializing the Cosmos DB client) when running in Direct mode."
"CDBDataPlaneRequests5M","AadAppliedRoleAssignmentId","string","The ID of the applied role assignment for the caller issuing the data plane requests in this interval."
"CDBDataPlaneRequests5M","AadPrincipalId","string","The AAD Principal ID of the caller issuing the data plane requests in this interval."
"CDBDataPlaneRequests5M","AccountName","string","The name of the Cosmos DB account."
"CDBDataPlaneRequests5M","AuthTokenType","string","The authorization type (System Read/Write key) for this request set by the Cosmos DB Gateway service when running in Gateway mode or using the REST API."
"CDBDataPlaneRequests5M","AvgDurationMs","real","The average server-side execution times (in milliseconds) for the requests in this interval."
"CDBDataPlaneRequests5M","AvgRequestCharge","real","The average RUs (Request Units) consumed by an operation in this interval."
"CDBDataPlaneRequests5M","AvgRequestLength","real","The average payload size (in bytes) for the requests in this interval."
"CDBDataPlaneRequests5M","AvgResponseLength","real","The average payload size (in bytes) of the server response in this interval."
"CDBDataPlaneRequests5M","_BilledSize","real","The record size in bytes"
"CDBDataPlaneRequests5M","ClientIpAddress","string","The IP address of the client VM issuing the requests in the interval."
"CDBDataPlaneRequests5M","CollectionName","string","The Cosmos DB container against which the requests in this interval were issued."
"CDBDataPlaneRequests5M","ConnectionMode","string","The connection mode used by the client issuing the requests in the interval - (Direct or Gateway mode)."
"CDBDataPlaneRequests5M","DatabaseName","string","The Cosmos DB database against which the requests in this interval were issued."
"CDBDataPlaneRequests5M","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"CDBDataPlaneRequests5M","KeyType","string","The authorization type (Primary/Secondary Read/Write key) for this request set when running in Direct mode."
"CDBDataPlaneRequests5M","MaxDurationMs","real","The highest server-side execution time (in milliseconds) of a request in this interval."
"CDBDataPlaneRequests5M","MaxRequestCharge","real","The maximum number of RUs (Request Units) consumed by an operation in this interval."
"CDBDataPlaneRequests5M","MaxRequestLength","real","The highest payload size (in bytes) for a request in this interval."
