sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2808453,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in, indicating that the infected device is communicating with a command and control server, which is characteristic of the Command and Control phase.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in by a mobile malware Trojan, indicating a compromised device communicating with a command and control server.","trojan,mobile,http,c2,Android**"
2808454,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule is designed to detect HTTP POST requests that are characteristic of mobile malware check-in behavior, indicating that the malware is communicating with its command and control server, which aligns with the Command and Control tactic.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in of mobile malware, indicating a compromised device communicating with a command and control server.","mobile,trojan,command,exfiltration,Android**"
2808495,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating a potential exfiltration of data or commands from the infected device.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful communication from a known mobile malware Trojan, indicating potential compromise and ongoing malicious activity.","trojan,mobile,c2,exfiltration,Android**"
2808582,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in using HTTP POST requests, which indicates the malware is communicating with its command and control server to exfiltrate data.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in from a mobile Trojan, indicating a potential compromise of a mobile device.","trojan,mobile,command,exfiltration,Android**"
2808697,Collection and Exfiltration,Command and Control,TA0037,Exfiltration Over C2 Channel,T1041,"The rule detects communication from a mobile malware variant (AndroRAT.B) to a command and control server, indicating that it is collecting and exfiltrating sensitive information such as country, IMEI, and phone number.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in of a known mobile malware (AndroRAT), indicating active compromise and potential data exfiltration.","mobile,trojan,command,exfiltration,Android**"
2808911,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects mobile malware that compromises Android devices, indicating an initial access point through malicious software, often downloaded from compromised or malicious sources.",ext to int,,,,,,8,Malware,"The rule detects a successful compromise of an Android device through malware that may leak private information, which poses a significant risk to the affected endpoint.","mobile,trojan,data_leak,c2,Android**"
2808934,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects mobile malware that may be downloaded and executed on devices, which aligns with the initial access phase where attackers compromise devices through malicious software.",ext to int,,,,,,8,Malware,"The rule detects a successful compromise involving Android malware that exfiltrates sensitive information, indicating a high impact on security.","mobile,trojan,exfiltration,android,Android**"
2809140,Collection and Exfiltration,Command and Control,TA0037,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware trojan that communicates with an external server, indicating a command and control operation which is typically associated with the collection and exfiltration of sensitive data.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a check-in from a known Android Trojan, indicating a successful compromise and potential data exfiltration.","trojan,mobile,c2,exfiltration,Android**"
2809446,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects mobile malware that performs check-ins with a command and control server, indicating an active communication channel for exfiltrating data.",ext to int,,,,,,8,Command and Control (C2),The rule detects a successful check-in from malware on a mobile device indicating potential compromise and exfiltration activity.,"mobile,trojan,c2,exfiltration,Android**"
2809521,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in process that indicates communication with a command and control server, typically used for exfiltrating data from compromised devices.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating that the device has been compromised and is communicating with a command and control server.","mobile,trojan,c2,exfiltration,Android**"
2809563,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication patterns indicative of a mobile malware Trojan that checks in with a command and control server, which aligns with the Command and Control tactic and the technique of exfiltration over a C2 channel.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule indicates a successful check-in from a mobile malware Trojan, suggesting active compromise of a device which could lead to data exfiltration.","trojan,mobile,c2,exfiltration,Android**"
2809759,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a backdoor Android malware communicating with a command and control server, indicative of an active command and control phase where data may be exfiltrated.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in of a known mobile backdoor, indicating potential compromise of mobile devices and ongoing malicious activity.","mobile,backdoor,command,trojan,Android**"
2809781,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects HTTP POST requests from a mobile device to a potentially malicious server, indicating that data may be exfiltrated over a command and control channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a check-in from mobile malware that indicates a successful compromise, as it involves established communication from an external source to the internal network.","mobile,trojan,command,exfiltration,Android**"
