sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2842689,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects an internal client querying an external service for its IP address, which is indicative of reconnaissance activity aimed at discovering external network details.",int to ext,,,,,,2,Social Engineering,"The rule detects an external IP lookup which may indicate user curiosity or social engineering attempts, but does not confirm a successful compromise.","info,anomaly,lookup,client"
2842688,Discovery,Network Service Discovery,T1046,DNS Query,T1071.001,"The rule detects an internal client querying an external DNS service, which could indicate reconnaissance activities to discover external IP addresses, fitting within the Discovery phase.",int to ext,,,,,,3,Social Engineering,"The rule detects an internal client performing an external IP lookup, which may indicate potential reconnaissance or social engineering tactics, but does not confirm a successful compromise.","info,anomaly,external,lookup"
2051748,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects traffic to a file sharing domain, which could indicate that an attacker is using this service for command and control purposes, thereby aligning with the Command and Control phase.",ext to int,,,,,,3,Miscellaneous,"The rule detects a potential file sharing domain which may indicate benign or malicious activity. However, it does not confirm a successful compromise.","file,sharing,tls,anomaly"
2051767,Initial Access,External Remote Services,T1133,External Remote Services,T1133,"The detection of DNS queries to the Cloudflare workers.dev domain indicates potential initial access attempts, as this domain can be used to host malicious content or phishing pages, which may facilitate unauthorized access to client endpoints.",ext to int,,,,,,3,Malware,"The rule indicates a DNS query to a domain that could host malicious content, but it does not confirm a successful compromise.","dns,anomaly,cloudflare,informational,Cloudflare_Workers**"
2051768,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects the use of a potentially malicious domain (workers.dev) that could be leveraged by adversaries for hosting malware or phishing pages, indicating a possible initial access attempt through compromised or malicious web applications.",int to ext,,,,,,3,Malware,"The rule detects usage of a domain that could be associated with malicious activity, but it does not confirm a successful compromise.","cloudflare,tls,anomaly,sni,Cloudflare_Workers**"
2838907,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS (DoH), which can be used by attackers to mask command and control traffic, thereby facilitating communication with compromised systems while evading detection.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a domain related to DNS over HTTPS, which could be associated with obfuscation techniques; however, it does not indicate a successful compromise.","doh,dns,tunneling,anomaly,DoH**"
2840285,Initial Access,Indicator Removal on Host,T1112,User Execution,T1203,"The detection of a specific User-Agent related to Pandacoin suggests potential initial access attempts, as attackers may use unique User-Agents to evade detection or indicate the presence of malicious activity.",ext to int,,,,,,2,Malware,"The rule detects a user-agent string associated with Pandacoin, which is not a confirmed compromise but rather an indicator of potential anomalous activity.","user-agent,anomaly,info,policy"
2029299,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP requests to a known IP logging service, indicating potential command and control communication, which is a common tactic used by attackers to exfiltrate data or maintain persistence.",int to ext,,,,,,3,Social Engineering,"The rule detects an outbound request to a known IP logging service, which indicates potential data collection but does not confirm a successful compromise.","http,logging,anomaly,policy"
2029912,Discovery,Discovery,TA0007,User Discovery,T1018,"The rule detects a specific User-Agent associated with a backup solution, indicating potential reconnaissance or information gathering about the environment, which aligns with the Discovery phase.",int to ext,,,,,,2,Malware,"The rule detects a User-Agent associated with a backup solution, which does not indicate a successful compromise but rather a potential anomaly. It is categorized as informational with no direct threat.","anomaly,user-agent,policy,info"
2017294,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects potential downloads from Adobe's platform, which could indicate initial access through malicious downloads or compromised websites, aligning with the Drive-by Compromise technique.",int to ext,,,,,,3,Miscellaneous,"The rule detects a download from Adobe's platform, which could indicate benign activity. It does not indicate a successful compromise or a high-risk threat.","anomaly,http,download,flowbit"
2842259,Discovery,Network Service Discovery,T1046,Network Service Discovery,T1046,"The rule detects HTTP requests to an external IP lookup service, which can indicate an attacker attempting to gather information about the network's external IPs, a common step in reconnaissance.",int to ext,,,,,,3,Social Engineering,"The rule detects a request to a domain that provides external IP address information, which could indicate reconnaissance or social engineering, but does not confirm a successful compromise.","iplookup,anomaly,policy,http"
2842314,Discovery,Reconnaissance,TA0043,Gather Victim Information,T1592,"The rule detects HTTP requests to a domain that provides geo information, indicating potential reconnaissance activities aimed at gathering information about the victim's location or network.",ext to int,,,,,,3,Social Engineering,"The rule detects a benign external geo lookup request, which does not indicate a successful compromise.","geo,lookup,policy,anomaly"
2030153,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects specific TLS SNI requests that may indicate a command and control communication attempt, particularly with a suspicious domain (address.works) suggesting potential malicious activity.",ext to int,,,,,,3,Malware,"The rule detects an informational alert related to a domain in TLS SNI, indicating potential policy violations but not a confirmed compromise.","tls,anomaly,sni,policy"
2020830,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP POST requests to an external IP associated with a lookup service, which may indicate an attempt to communicate with a command and control server using application layer protocols.",ext to int,,,,,,3,Phishing,"The rule detects a potential external IP lookup related to a known service, but does not indicate a confirmed compromise.","iplookup,http,anomaly,external"
